name,price,bookmark,happy,sad,food_type,location,Num_review,highlight,num_branch,num_seat,pay_list,other_facility,path,taste,decor,service,hygiene,value,overall
City Caf? 城景閣,$201-400,17169,109,10,Western,Yau Ma Tei,200,0,1,120,"Visa,Master,Cash,AE,UnionPay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge","Exit A2, Yau Ma Tei MTR Station",3,3,3,3,3,15
Ca-Tu-Ya 吉豚屋吉列豬扒專門店,$51-100,4145,70,9,Japanese,Yau Ma Tei,150,0,6,0,"AlipayHK,Alipay,Cash,Octopus",Spot payment,"1-min walk from Exit A2, Yau Ma Tei MTR Station",3,3,3,3,3,15
Kowloon Hum Spicy Hot Pot Restaurant 九龍坎麻辣火鍋,$201-400,1657,53,0,Sichuan,Yau Ma Tei,67,0,2,0,"Visa,AlipayHK,Alipay,Cash,UnionPay,WeChat Pay,OpenRice Pay","Online Reservation,Alcoholic Drinks,Parking,10% Service Charge","2-min walk from Exit C, Yau Ma Tei MTR Station",4,4,4,4,4,20
Hot in A Pot 滾得棧,$201-400,7178,107,0,Hong Kong Style,Yau Ma Tei,130,0,3,180,"Visa,Master,Cash,UnionPay","Online Reservation,VIP Room,Reward Dining Points,10% Service Charge,TV Broadcast","1-min walk from Exit B2, Yau Ma Tei MTR Station",4,4,4,4,4,20
Kubrick,$51-100,11052,105,12,Western,Yau Ma Tei,185,0,1,40,"Visa,Master,Cash,UnionPay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Eco-Friendly,Phone Reservation,Delivery,10% Service Charge","4-min walk from Exit C, Yau Ma Tei MTR Station",3,4,3,3,3,16
Pu Dong Xiao Guan (Nathan Road) 蒲東小館 (彌敦道),$51-100,6792,77,12,Shanghai,Yau Ma Tei,155,0,2,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,Apple Pay,Google Pay,WeChat Pay,OpenRice Pay","Online Reservation,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","1-min walk from Exit A1, Yau Ma Tei MTR Station",3,3,3,3,3,15
Four Seasons Pot Rice 四季煲仔飯,$51-100,11312,141,79,Hong Kong Style,Yau Ma Tei,410,0,1,80,Cash,"Alcoholic Drinks,TV Broadcast","1-min walk from Exit C, Yau Ma Tei MTR Station",3,2,2,2,3,12
Old street (Nathan Road) 老街 (彌敦道),$51-100,4888,108,16,Taiwan,Yau Ma Tei,205,0,2,0,"AlipayHK,Alipay,Cash,Octopus",Spot payment,"1-min walk from Exit B1, Yau Ma Tei MTR Station",3,3,3,3,3,15
Wo Shun Kee (Pitt Street) 和順記 (碧街),$51-100,8277,35,3,Hong Kong Style,Yau Ma Tei,71,0,5,0,"AlipayHK,Alipay,Cash","Delivery,Spot payment","4-min walk from Exit A1, Yau Ma Tei MTR Station",4,2,3,3,4,16
Wonder Garden Cafe 愛麗絲的秘密花園,$101-200,12490,106,37,Western,Yau Ma Tei,236,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,WeChat Pay","Online Reservation,Wi-Fi,Cake-cutting,Phone Reservation,Reward Dining Points,Spot payment","2-min walk from Exit A1, Yau Ma Tei MTR Station",3,4,3,3,2,15
Satay King (In's Point) 沙嗲王 (現時點),$51-100,3891,61,3,International,Yau Ma Tei,129,0,11,100,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge,Spot payment","1-min walk from Exit B1, Yau Ma Tei MTR Station",3,3,3,3,3,15
Garden Restaurant 花園酒家,$101-200,4747,77,21,Guangdong,Yau Ma Tei,155,0,1,1000,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay","Online Reservation,Wi-Fi,Alcoholic Drinks,Parking,Phone Reservation,Reward Dining Points,10% Service Charge,TV Broadcast,Spot payment","2-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
Samjim Claypot Rice Takeaway 三尖外賣煲仔飯,$51-100,1336,32,1,Hong Kong Style,Yau Ma Tei,39,0,1,0,"AlipayHK,Cash,Octopus,WeChat Pay",0,"2-min walk from Exit B1, Jordan MTR Station",4,3,4,4,4,19
通達食店,Below $50,3685,87,31,Hong Kong Style,Yau Ma Tei,236,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,WeChat Pay",0,"1-min walk from Exit A2, Yau Ma Tei MTR Station",3,2,3,2,3,13
旺旺烤活魚,$101-200,524,27,0,Guangdong,Yau Ma Tei,27,0,1,0,"Visa,Master,AlipayHK,Cash,Octopus,UnionPay,Apple Pay,WeChat Pay","Online Reservation,Reward Dining Points","2-min walk from Exit C, Yau Ma Tei MTR Station",4,4,4,4,4,20
Chicken Mama Korean Fired Chicken 雞哥媽韓國料理,Below $50,1569,26,0,Korean,Yau Ma Tei,34,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,JCB,Apple Pay,Google Pay,WeChat Pay","Wi-Fi,Alcoholic Drinks,Phone Reservation,TV Broadcast,Spot payment","3-min walk from Exit C2, Jordan MTR Station",4,4,4,4,4,20
潮味莊,$51-100,771,20,0,Chiu Chow,Yau Ma Tei,29,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,WeChat Pay",Spot payment,"6-min walk from Exit B1, Jordan MTR Station",3,4,4,4,4,19
Kam Shan Seafood Restaurant 金山海鮮酒家,$101-200,9151,176,12,Guangdong,Yau Ma Tei,245,0,2,40,Cash,"Alcoholic Drinks,Phone Reservation,10% Service Charge","5-min walk from Exit B1, Jordan MTR Station",4,2,3,3,3,15
Amazing,$101-200,9900,54,8,Thai,Yau Ma Tei,107,0,1,90,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,VIP Room,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge","3-min walk from Exit A2, Yau Ma Tei MTR Station",3,4,3,3,3,16
冰室小菜館 (彌敦道),$51-100,1956,15,0,Hong Kong Style,Yau Ma Tei,25,0,5,0,"AlipayHK,Alipay,Cash,Octopus,WeChat Pay","Wi-Fi,Alcoholic Drinks,Delivery,10% Service Charge,TV Broadcast,Spot payment","2-min walk from Exit B1, Yau Ma Tei MTR Station",4,3,4,3,4,18
權發小廚,Below $50,2991,13,1,Guangdong,Yau Ma Tei,30,0,2,0,Cash,"Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge","2-min walk from Exit B1, Yau Ma Tei MTR Station",3,3,3,3,3,15
新贊記點心·小廚,$51-100,842,26,1,Guangdong,Yau Ma Tei,39,0,1,0,Cash,0,"4-min walk from Exit C, Yau Ma Tei MTR Station",4,3,3,4,4,18
Red Tea Cafe 紅茶冰室,$51-100,1687,27,8,Hong Kong Style,Yau Ma Tei,79,0,9,0,"AlipayHK,Alipay,Cash,WeChat Pay,Wechat Pay HK",0,"1-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
Chicken Fantasia 雞味濃,Below $50,3046,32,1,Hong Kong Style,Yau Ma Tei,50,0,3,0,"AlipayHK,Alipay,Cash,Octopus",Spot payment,"2-min walk from Exit A1, Yau Ma Tei MTR Station",3,3,3,3,4,16
Saigon Pho 西貢越南真味,$51-100,1900,17,1,Vietnamese,Yau Ma Tei,26,0,3,0,"Visa,Master,AlipayHK,Cash,Octopus,WeChat Pay",0,"5-min walk from Exit C, Yau Ma Tei MTR Station",4,4,4,4,4,20
Dundas Restaurant 登打士茶餐廳,Below $50,2027,21,0,Hong Kong Style,Yau Ma Tei,35,0,1,0,"AlipayHK,Alipay,Cash","Online Reservation,Reward Dining Points,Exclusive Online Booking,Spot payment","3-min walk from Exit A1, Yau Ma Tei MTR Station",4,3,4,3,4,18
Eater Seafood Kitchen 食德福海鮮私房菜,$101-200,1368,24,0,Hong Kong Style,Yau Ma Tei,27,0,1,0,"Visa,AlipayHK,Alipay,Cash","VIP Room,Phone Reservation,10% Service Charge,Spot payment","2-min walk from Exit A1, Yau Ma Tei MTR Station",4,3,4,4,4,19
生記粥麵,Below $50,4534,92,14,Hong Kong Style,Yau Ma Tei,154,0,2,0,Cash,0,"2-min walk from Exit A2, Yau Ma Tei MTR Station",3,3,3,3,3,15
私房御約,$101-200,4044,97,0,Guangdong,Yau Ma Tei,103,0,1,0,Cash,0,"5-min walk from Exit A, Austin  MTR Station",4,4,4,4,4,20
Dow EE Wing Lo Thai Kitchen 豆姨姨泰式廚房,$51-100,2573,17,0,Thai,Yau Ma Tei,20,0,1,30,"AlipayHK,Alipay,Cash,WeChat Pay","May Bring Your Own Wine,Cake-cutting,Phone Reservation,10% Service Charge","8-min walk from Exit B1, Jordan MTR Station",4,3,4,4,4,19
Cuisine de Hunan 湘肴世家,$51-100,6798,15,3,Hunan,Yau Ma Tei,38,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay,WeChat Pay","Wi-Fi,Phone Reservation,10% Service Charge,Spot payment","1-min walk from Exit D, Yau Ma Tei MTR Station",3,3,3,3,3,15
The One Bakery,Below $50,1131,14,1,Hong Kong Style,Yau Ma Tei,25,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,Apple Pay,WeChat Pay,PAYME, FPS","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge","1-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,4,4,17
Wing Sing Cafe 永星冰室,$51-100,1185,19,1,Hong Kong Style,Yau Ma Tei,35,0,1,0,Cash,0,"3-min walk from Exit C, Yau Ma Tei MTR Station",3,3,4,3,4,17
The Balcony 樂雅軒中菜廳,$201-400,5332,57,6,Guangdong,Yau Ma Tei,93,0,1,100,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,JCB,Apple Pay,Google Pay,WeChat Pay,Diners Club, JCB","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,Phone Reservation,Reward Dining Points,10% Service Charge,TV Broadcast,Exclusive Online Booking","Exit A2, Yau Ma Tei MTR Station",3,3,3,4,3,16
恆達油渣麵,Below $50,4109,27,2,Hong Kong Style,Yau Ma Tei,43,0,1,0,Cash,0,"6-min walk from Exit A1, Yau Ma Tei MTR Station",3,2,3,2,3,13
Ele Tea 象茶,Below $50,402,16,1,Taiwan,Yau Ma Tei,23,0,5,0,"Alipay,Cash,Octopus,WeChat Pay",0,"1-min walk from Exit C, Yau Ma Tei MTR Station",4,3,4,4,4,19
燒金窩,$101-200,81,24,0,Hong Kong Style,Yau Ma Tei,25,0,1,0,Cash,0,"3-min walk from Exit A1, Yau Ma Tei MTR Station",4,4,4,4,4,20
Tamagoyaki 廟街玉子燒,$51-100,987,11,3,Hong Kong Style,Yau Ma Tei,18,0,1,0,Cash,0,"1-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
LLLL.COFFEEBOX,Below $50,1138,13,1,Philippines,Yau Ma Tei,19,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,Apple Pay,WeChat Pay,FPS, PAYME ","Alcoholic Drinks,Outdoor Seating","3-min walk from Exit A1, Yau Ma Tei MTR Station",4,4,4,4,4,20
Mido Cafe 美都餐室,$51-100,10007,160,124,Hong Kong Style,Yau Ma Tei,520,0,1,0,Cash,0,"3-min walk from Exit C, Yau Ma Tei MTR Station",2,3,2,2,2,11
凱日精品?菜館,$101-200,493,11,0,Guangdong,Yau Ma Tei,12,0,2,0,"Visa,Master,AlipayHK,Cash,Octopus,UnionPay,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Reward Dining Points,10% Service Charge","2-min walk from Exit C, Yau Ma Tei MTR Station",4,4,4,4,4,20
NDNL OKAY,Below $50,1179,9,0,Hong Kong Style,Yau Ma Tei,11,0,1,0,"AlipayHK,Alipay,Cash,OpenRice Pay",Spot payment,"1-min walk from Exit A1, Yau Ma Tei MTR Station",4,3,4,4,3,18
Sham Tsai Kee 深仔記,Below $50,1533,9,2,Hong Kong Style,Yau Ma Tei,23,0,5,0,"AlipayHK,Alipay,Cash",Spot payment,"1-min walk from Exit A1, Yau Ma Tei MTR Station",3,2,3,3,3,14
廟街小食,Below $50,1231,14,1,Hong Kong Style,Yau Ma Tei,24,0,1,0,0,0,"2-min walk from Exit C, Yau Ma Tei MTR Station",4,2,3,2,4,15
Meet Point 中心點,$51-100,736,9,0,Guangdong,Yau Ma Tei,20,0,5,0,0,0,"1-min walk from Exit A2, Yau Ma Tei MTR Station",4,4,3,4,3,18
YAMA Coffee,Below $50,1206,8,0,Japanese,Yau Ma Tei,8,0,1,0,"Cash,Octopus",0,"4-min walk from Exit A1, Yau Ma Tei MTR Station",4,4,4,4,4,20
廟街牛雜,Below $50,4138,63,4,Hong Kong Style,Yau Ma Tei,109,0,1,0,0,0,"1-min walk from Exit C, Yau Ma Tei MTR Station",3,2,3,2,3,13
Gingko House 銀杏館,$101-200,757,8,1,Hakka,Yau Ma Tei,12,0,4,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay",10% Service Charge,"5-min walk from Exit C, Yau Ma Tei MTR Station",3,4,4,4,3,18
Delicious dongbei dumpings restaurant 美味東北餃子館,Below $50,2723,21,3,Northeastern,Yau Ma Tei,40,0,1,0,"AlipayHK,Alipay,Cash",Spot payment,"3-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
Cow Cow Cafe 牛牛冰室,Below $50,877,18,2,Hong Kong Style,Yau Ma Tei,30,0,1,0,"AlipayHK,Alipay,Cash,Octopus,WeChat Pay",Spot payment,"1-min walk from Exit A2, Yau Ma Tei MTR Station",4,4,4,4,4,20
Wang Hing Restaurant 宏興美食館 (廟街煲仔飯),Below $50,1920,23,7,Guangdong,Yau Ma Tei,67,0,1,0,"Visa,AlipayHK,Alipay,Cash,Octopus","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,TV Broadcast,Spot payment","2-min walk from Exit C, Yau Ma Tei MTR Station",3,2,3,2,3,13
富記美食,Below $50,661,8,0,Hong Kong Style,Yau Ma Tei,12,0,1,0,Cash,10% Service Charge,"3-min walk from Exit C, Yau Ma Tei MTR Station",4,2,4,3,4,17
大眾麵家,Below $50,843,13,0,Sichuan,Yau Ma Tei,20,0,1,0,0,0,"6-min walk from Exit A, Jordan MTR Station",4,2,3,2,4,15
永發茶餐廳,Below $50,2463,26,2,Hong Kong Style,Yau Ma Tei,39,0,1,80,Cash,"Parking,Phone Reservation","4-min walk from Exit A1, Yau Ma Tei MTR Station",3,3,3,2,3,14
Chuan Ju Yuen 川聚緣,$101-200,1864,15,4,Sichuan,Yau Ma Tei,35,0,1,45,"AlipayHK,Alipay,Cash,Octopus",Spot payment,"2-min walk from Exit A1, Yau Ma Tei MTR Station",3,3,3,3,3,15
Kung Fu Dim Sum 功夫點心,$51-100,1783,25,8,Hong Kong Style,Yau Ma Tei,50,0,12,48,Cash,10% Service Charge,"1-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
Drunken Chicken Shop (Portland Street) 醉雞店 (砵蘭街),Below $50,885,6,0,Guangdong,Yau Ma Tei,7,0,1,0,Cash,"10% Service Charge,TV Broadcast","1-min walk from Exit C, Yau Ma Tei MTR Station",4,3,4,4,4,19
Tin Ngai Kam Bird Nest Place 天毅金燕窩莊,$51-100,2476,6,0,Guangdong,Yau Ma Tei,13,0,1,0,"Visa,Master,Cash",0,"7-min walk from Exit C, Yau Ma Tei MTR Station",4,3,4,4,4,19
Genki Sushi 元??司,$101-200,608,10,0,Japanese,Yau Ma Tei,21,0,73,0,Cash,0,"1-min walk from Exit A1, Yau Ma Tei MTR Station",4,4,4,3,3,18
Joys Dining 悅麵,$51-100,255,7,0,Hong Kong Style,Yau Ma Tei,7,0,1,0,"AlipayHK,Cash,Octopus,UnionPay,WeChat Pay",0,"5-min walk from Exit B1, Jordan MTR Station",4,4,4,4,4,20
7-Eleven Daily Cafe,Below $50,52,11,0,Hong Kong Style,Yau Ma Tei,22,0,24,0,"AlipayHK,Alipay,Cash,Octopus,WeChat Pay",0,"5-min walk from Exit B1, Jordan MTR Station",3,3,3,3,4,16
Tong Bao Dim 唐包點,Below $50,132,21,0,Hong Kong Style,Yau Ma Tei,25,0,14,0,"Cash,Octopus",0,"1-min walk from Exit B1, Yau Ma Tei MTR Station",4,3,4,4,4,19
聯發小廚,$51-100,413,4,1,Chiu Chow,Yau Ma Tei,11,0,1,0,"AlipayHK,Alipay,Cash,WeChat Pay","Wi-Fi,Alcoholic Drinks,Phone Reservation,Spot payment","2-min walk from Exit C, Yau Ma Tei MTR Station",3,2,2,2,3,12
Old Place 老地方,Below $50,851,5,1,Taiwan,Yau Ma Tei,9,0,1,0,"AlipayHK,Alipay,Cash",Spot payment,"5-min walk from Exit A1, Yau Ma Tei MTR Station",4,3,4,3,4,18
Canton's Dim Sum Expert 粵廚點心專門店‧椰子雞煲專賣店,$51-100,1347,36,2,Guangdong,Yau Ma Tei,53,0,1,0,"AlipayHK,Alipay,Cash,WeChat Pay","Online Reservation,Reward Dining Points","3-min walk from Exit C, Yau Ma Tei MTR Station",4,3,3,3,4,17
Baba Kopitiam 峇峇咖啡廳,$51-100,624,4,1,Malaysian,Yau Ma Tei,16,0,1,50,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,WeChat Pay,雲閃卡","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge,Spot payment","1-min walk from Exit C, Yau Ma Tei MTR Station",4,4,4,4,4,20
一森素食,Below $50,1047,9,0,Guangdong,Yau Ma Tei,15,0,2,0,Cash,0,"1-min walk from Exit B2, Yau Ma Tei MTR Station",4,3,4,3,4,18
Amphawa (Yau Ma Tei) 安柏娃泰國燒烤菜館 (油麻地),$101-200,984,18,5,Thai,Yau Ma Tei,37,0,2,0,Cash,0,"1-min walk from Exit C, Yau Ma Tei MTR Station",3,2,3,3,3,14
Match Cafe & Restaurant,$101-200,2675,16,14,Western,Yau Ma Tei,49,0,1,0,"Visa,Master,Cash,UnionPay","Wi-Fi,Alcoholic Drinks,10% Service Charge,Outdoor Seating","3-min walk from Exit C, Yau Ma Tei MTR Station",3,3,2,3,3,14
Snake King Dee (Shanghai Street) 蛇王弟 (上海街),Below $50,859,8,2,Guangdong,Yau Ma Tei,19,0,2,20,"AlipayHK,Alipay,Cash","Delivery,Spot payment","7-min walk from Exit B1, Jordan MTR Station",3,3,3,3,3,15
Kam Ming Chiu Chow Restaurant 金銘潮州粉麵餐廳,Below $50,933,22,8,Chiu Chow,Yau Ma Tei,54,0,8,0,"AlipayHK,Alipay,Cash",Spot payment,"4-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
百寶茶檔,Below $50,655,6,1,Hong Kong Style,Yau Ma Tei,11,0,1,30,Cash,"Alcoholic Drinks,10% Service Charge","8-min walk from Exit A, Austin  MTR Station",3,2,3,3,3,14
McDonald's 麥當勞,Below $50,271,9,2,American,Yau Ma Tei,32,0,250,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,Apple Pay,Google Pay","Wi-Fi,Opens 24 Hours,Eco-Friendly,Kid-friendly","2-min walk from Exit D, Yau Ma Tei MTR Station",3,3,3,3,3,15
Kentucky Fried Chicken 肯德基家鄉雞 (KFC),Below $50,395,15,4,American,Yau Ma Tei,54,0,87,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,Apple Pay,Google Pay","Eco-Friendly,Kid-friendly,Phone Reservation","1-min walk from Exit A2, Yau Ma Tei MTR Station",3,3,3,3,3,15
Mrs Fong Chinese Desserts 方太糕品舖,Below $50,3060,3,1,Hong Kong Style,Yau Ma Tei,12,0,1,0,Cash,0,"4-min walk from Exit A, Jordan MTR Station; 佐敦站A出口，永安百貨後面",2,3,3,3,2,13
Ocean Pacific Restaurant &Bar 太平洋餐廳酒吧,$101-200,49,4,0,Nepalese,Yau Ma Tei,5,0,1,0,"Visa,Master,Cash,AE,UnionPay","Online Reservation,Alcoholic Drinks,Reward Dining Points,Delivery,10% Service Charge,Outdoor Seating","5-min walk from Exit B1, Jordan MTR Station",3,4,4,3,4,18
SUN HARU,$51-100,18,4,0,Korean,Yau Ma Tei,4,0,2,0,"AlipayHK,Cash,Octopus",0,"1-min walk from Exit D, Yau Ma Tei MTR Station",4,3,4,4,4,19
Kyouraku 饗樂町,$51-100,464,5,4,Japanese,Yau Ma Tei,19,0,2,0,0,0,"1-min walk from Exit A2, Yau Ma Tei MTR Station",3,3,3,3,3,15
Tasty Bakery 快甜美麵包西餅,Below $50,341,9,1,Hong Kong Style,Yau Ma Tei,16,0,2,0,0,0,"4-min walk from Exit C2, Jordan MTR Station",3,3,3,3,4,16
Tamjai Yunnan Mixian 譚仔雲南米線,Below $50,913,22,10,Yunnan,Yau Ma Tei,71,0,89,0,"Visa,Master,AlipayHK,Cash,Octopus,UnionPay,Apple Pay,Google Pay,WeChat Pay",Phone Reservation,"2-min walk from Exit C, Yau Ma Tei MTR Station",3,3,2,3,3,14
Wens Jiawei 溫氏佳味,Below $50,116,4,0,Guangdong,Yau Ma Tei,6,0,1,0,0,0,"6-min walk from Exit A, Austin  MTR Station",3,4,4,4,4,19
Chit Chat Place 吹牛會館,$401-800,650,3,1,International,Yau Ma Tei,8,0,1,0,"Visa,Master,AlipayHK,Cash,Octopus,UnionPay,WeChat Pay","Online Reservation,Phone Reservation,Reward Dining Points","8-min walk from Exit K2, Hong Kong West Kowloon Station",4,4,4,4,4,20
TW Yummy (Independent Building) 台食館 (獨立大廈),$51-100,806,19,11,Taiwan,Yau Ma Tei,57,0,3,0,0,0,"1-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
阿爺八鮮鍋海鮮小廚,$51-100,54,3,0,Hong Kong Style,Yau Ma Tei,3,0,1,0,Cash,"Alcoholic Drinks,May Bring Your Own Wine","6-min walk from Exit B1, Jordan MTR Station",4,4,4,4,4,20
Ngor Kee Ja Ja 鵝記渣咋,Below $50,652,6,3,Hong Kong Style,Yau Ma Tei,23,0,1,39,"AlipayHK,Alipay,Cash,Octopus","Alcoholic Drinks,Delivery,10% Service Charge,Spot payment","2-min walk from Exit C, Yau Ma Tei MTR Station",3,2,2,2,3,12
Shiawase Sushi 幸壽司,Below $50,596,10,1,Japanese,Yau Ma Tei,19,0,1,0,"AlipayHK,Alipay,Cash","10% Service Charge,Spot payment","6-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
Jade Restaurant 翡翠茶餐廳(麵家),Below $50,221,8,1,Hong Kong Style,Yau Ma Tei,13,0,1,0,"AlipayHK,Alipay,Cash,Octopus","Delivery,TV Broadcast,Spot payment","6-min walk from Exit B1, Jordan MTR Station",4,3,4,3,4,18
蠔脾里,$51-100,666,3,0,Hong Kong Style,Yau Ma Tei,4,0,1,0,"AlipayHK,Alipay,Cash,OpenRice Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge,Spot payment","1-min walk from Exit A1, Yau Ma Tei MTR Station",3,3,4,4,3,17
喜鳳冰室,Below $50,1179,15,1,Hong Kong Style,Yau Ma Tei,24,0,1,0,"Cash,Octopus","Delivery,10% Service Charge,TV Broadcast","2-min walk from Exit B2, Yau Ma Tei MTR Station",4,3,3,3,3,16
One Bean Curd Pudding Specialist 一豆花,Below $50,488,5,2,Hong Kong Style,Yau Ma Tei,21,0,4,0,"AlipayHK,Alipay,Cash,Octopus",Spot payment,"2-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
香港仔魚蛋王 明記雞雜粥,Below $50,305,3,0,Hong Kong Style,Yau Ma Tei,8,0,1,20,"AlipayHK,Alipay,Cash","Parking,Phone Reservation,Spot payment","3-min walk from Exit C, Yau Ma Tei MTR Station",3,3,4,3,3,16
Wah Hong Cafe 華康茶餐廳,Below $50,476,13,2,Hong Kong Style,Yau Ma Tei,27,0,1,0,Cash,0,"4-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
Kactus Espresso Bar,Below $50,286,3,1,International,Yau Ma Tei,4,0,2,0,Cash,0,"5-min walk from Exit A, Austin  MTR Station",0,,,,,
Chung Kee Congee (Arthur Street) 忠記粥品 (鴉打街),Below $50,466,6,4,Hong Kong Style,Yau Ma Tei,30,0,7,45,"AlipayHK,Alipay,Cash,WeChat Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Phone Reservation,Delivery,10% Service Charge,Spot payment","1-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
寶林麻辣奉涼粉,Below $50,261,3,0,Sichuan,Yau Ma Tei,3,0,1,0,Cash,0,"1-min walk from Exit A1, Yau Ma Tei MTR Station",5,4,4,4,5,22
King Bakery (Portland Street) 蛋撻王 (砵蘭街),Below $50,364,3,0,Hong Kong Style,Yau Ma Tei,6,0,19,0,"AlipayHK,Alipay,Cash,Octopus",Spot payment,"1-min walk from Exit A1, Yau Ma Tei MTR Station",4,4,3,4,4,19
新慶粥店,Below $50,196,3,0,Hong Kong Style,Yau Ma Tei,5,0,1,0,"AlipayHK,Alipay",Spot payment,"6-min walk from Exit A1, Yau Ma Tei MTR Station",3,3,3,2,3,14
Annie's Sandwish 安妮三文治,Below $50,871,2,0,Hong Kong Style,Yau Ma Tei,3,0,1,0,Cash,0,"3-min walk from Exit A1, Yau Ma Tei MTR Station",4,3,4,3,4,18
Star Chef 星廚,$101-200,576,5,0,Guangdong,Yau Ma Tei,9,0,1,0,"AlipayHK,Alipay,Cash","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge,Spot payment","1-min walk from Exit C, Yau Ma Tei MTR Station",4,3,4,4,4,19
Mitsui Robapay Aki 禮三井日本料理,$51-100,709,52,22,Japanese,Yau Ma Tei,106,0,1,60,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay","Alcoholic Drinks,Parking,Phone Reservation,10% Service Charge,Spot payment","4-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
Supreme Beef Brisket Soup 食得棧清湯腩王,Below $50,1428,52,10,Hong Kong Style,Yau Ma Tei,83,0,1,35,Cash,"Alcoholic Drinks,Phone Reservation,Delivery,Outdoor Seating","3-min walk from Exit C, Yau Ma Tei MTR Station",3,2,3,3,3,14
Yoshinoya 吉野家,Below $50,17,1,0,Japanese,Yau Ma Tei,1,0,47,0,0,0,"8-min walk from Exit A, Austin  MTR Station",0,,,,,
Jollibee (Ka Wing Building) 快樂蜂 (嘉榮大廈),$51-100,151,1,0,International,Yau Ma Tei,11,0,21,0,Cash,0,"1-min walk from Exit A2, Yau Ma Tei MTR Station",3,3,3,3,3,15
Joe's Billiards & Bar,$101-200,596,4,0,Western,Yau Ma Tei,13,0,3,0,"Visa,Master,Cash,AE,Apple Pay",Live Sports Broadcast,"3-min walk from Exit C, Yau Ma Tei MTR Station",3,4,3,4,3,17
伊利沙伯醫院新恆輝食堂,Below $50,205,5,0,Hong Kong Style,Yau Ma Tei,11,0,,,,,,,,,,,
Delight Restaurant 帝樂亞餐廳,Below $50,53,3,0,Hong Kong Style,Yau Ma Tei,5,0,1,0,"Cash,Octopus",0,"5-min walk from Exit B1, Jordan MTR Station",4,3,3,4,3,17
United Services Recreation Club 三軍會,$101-200,493,8,0,International,Yau Ma Tei,10,0,1,0,Cash,Live Sports Broadcast,"14-min walk from Exit B2, Hung Hom  MTR Station",4,4,3,4,3,18
